SubjID x02 x03 x04 x05 x06 x07 x08 x09 x10 x11 x12 x13 x14 x15 x16 x17 x01 Patterns FreqPatterns initial_gik1 initial_gik2 final_gik1 final_gik2
102109 3 1 1 1 1 2 3 1 2 1 4 1 1 1 2 2 2 31111231214111222 1 0.5 0.5 1 0
102110 1 1 2 1 1 2 2 1 2 2 4 1 1 1 2 2 2 11211221224111222 1 0.5 0.5 1 0
102111 3 1 1 3 3 3 3 1 2 1 1 2 1 1 2 1 2 31133331211211212 1 0.5 0.5 0 1
102112 3 1 1 1 1 2 2 1 2 1 3 1 1 1 2 2 2 31111221213111222 2 0.5 0.5 1 0
102113 3 1 1 3 3 3 4 1 1 2 3 1 1 1 2 1 2 31133341123111212 1 0.5 0.5 0.1562 0.8438
102114 1 1 1 1 1 3 2 1 1 2 3 1 1 1 2 1 2 11111321123111212 1 0.5 0.5 1 0
102115 3 1 1 1 1 2 3 1 2 2 4 1 1 2 2 1 2 31111231224112212 1 0.5 0.5 1 0
102116 2 1 1 1 1 1 2 1 1 1 4 1 1 1 2 1 2 21111121114111212 1 0.5 0.5 1 0
102117 3 1 1 1 1 3 3 1 1 1 3 1 1 1 2 1 2 31111331113111212 1 0.5 0.5 1 0
102118 3 1 1 1 1 2 2 1 1 1 4 1 1 1 2 2 2 31111221114111222 1 0.5 0.5 1 0
102119 1 1 1 2 2 2 2 1 1 1 4 1 1 1 2 1 2 11122221114111212 1 0.5 0.5 1 0
102120 2 1 1 1 1 3 2 1 1 2 3 1 1 1 2 1 2 21111321123111212 1 0.5 0.5 1 0
102121 1 1 2 3 3 2 3 1 1 2 4 1 1 1 2 1 2 11233231124111212 2 0.5 0.5 0.3803 0.6197
102122 3 1 1 3 3 3 3 1 1 1 4 1 1 1 2 2 2 31133331114111222 1 0.5 0.5 0.1006 0.8994
102123 2 1 2 1 1 1 3 1 2 2 4 1 1 1 2 1 2 21211131224111212 1 0.5 0.5 1 0
102124 3 1 2 1 1 1 3 1 1 2 2 1 2 1 1 1 2 31211131122121112 1 0.5 0.5 1 0
102125 2 1 2 2 2 1 3 1 1 1 1 1 2 1 1 1 2 21222131111121112 1 0.5 0.5 1 0
102126 3 1 2 1 1 2 2 1 1 2 2 1 2 1 1 1 2 31211221122121112 1 0.5 0.5 1 0
102127 3 2 1 4 3 2 3 1 1 2 1 1 1 1 2 2 2 32143231121111222 1 0.5 0.5 0.0046 0.9954
102128 3 1 1 1 1 1 2 1 1 2 1 1 1 1 2 1 2 31111121121111212 1 0.5 0.5 1 0
102129 2 1 1 1 1 2 1 1 1 2 1 1 1 1 2 1 2 21111211121111212 1 0.5 0.5 1 0
102130 3 1 1 1 1 4 2 1 1 1 1 1 1 1 2 2 2 31111421111111222 1 0.5 0.5 1 0
102131 3 1 1 2 2 1 1 1 1 2 1 1 1 1 2 2 2 31122111121111222 1 0.5 0.5 1 0
102132 3 1 1 1 1 2 3 1 1 1 2 1 1 1 2 2 2 31111231112111222 1 0.5 0.5 1 0
102133 2 1 1 3 3 1 2 1 1 2 2 1 1 1 2 2 2 21133121122111222 1 0.5 0.5 0.5157 0.4843
102134 3 1 1 1 1 1 2 1 1 1 2 1 1 1 2 2 2 31111121112111222 1 0.5 0.5 1 0
102135 3 1 1 3 3 4 2 1 1 1 1 1 1 1 2 2 2 31133421111111222 1 0.5 0.5 0.356 0.644
102136 3 1 1 1 1 4 3 1 2 1 1 1 2 2 1 1 2 31111431211122112 1 0.5 0.5 1 0
102137 2 2 1 4 3 3 3 1 1 1 2 1 1 1 2 1 2 22143331112111212 1 0.5 0.5 0 1
102138 2 1 3 3 3 1 4 1 1 1 2 1 1 1 2 1 2 21333141112111212 1 0.5 0.5 0.0348 0.9652
102139 3 1 1 1 1 3 3 1 1 2 1 1 1 1 2 2 2 31111331121111222 1 0.5 0.5 1 0
102140 3 1 2 2 2 3 2 2 2 1 1 1 2 1 1 1 2 31222322211121112 1 0.5 0.5 1 0
102141 3 1 1 3 3 3 3 1 1 2 1 1 1 1 2 2 2 31133331121111222 1 0.5 0.5 0.0707 0.9293
102142 1 1 1 1 1 1 2 1 1 2 1 1 1 1 2 1 2 11111121121111212 1 0.5 0.5 1 0
102143 1 1 1 1 1 1 2 1 1 1 2 1 2 2 1 1 2 11111121112122112 1 0.5 0.5 1 0
102144 1 1 1 1 1 1 2 1 1 2 1 1 2 2 1 2 2 11111121121122122 1 0.5 0.5 1 0
102145 2 1 1 1 1 3 3 1 1 2 1 1 2 1 1 1 2 21111331121121112 1 0.5 0.5 1 0
102146 3 3 2 3 3 2 2 1 1 1 1 1 2 2 1 1 2 33233221111122112 1 0.5 0.5 0.741 0.259
102147 3 3 2 1 1 1 3 1 1 2 1 1 2 2 1 2 2 33211131121122122 1 0.5 0.5 1 0
102148 1 3 2 1 1 2 2 1 1 1 1 1 2 2 1 2 2 13211221111122122 2 0.5 0.5 1 0
102149 1 3 2 1 1 3 3 1 1 2 1 1 2 2 1 1 2 13211331121122112 1 0.5 0.5 1 0
102150 3 3 1 2 2 2 3 1 2 1 1 1 2 2 1 2 2 33122231211122122 1 0.5 0.5 1 0
102151 2 3 2 2 2 1 2 1 1 2 1 1 2 2 1 1 2 23222121121122112 1 0.5 0.5 1 0
102152 3 3 2 1 1 1 1 1 2 2 1 1 2 2 1 1 2 33211111221122112 1 0.5 0.5 1 0
102153 3 1 1 1 1 3 2 1 2 2 4 1 1 1 2 1 2 31111321224111212 1 0.5 0.5 1 0
102154 3 1 1 1 1 2 2 1 1 2 3 2 1 1 2 1 2 31111221123211212 1 0.5 0.5 0.7785 0.2215
102155 3 1 1 3 3 2 2 1 2 1 4 1 1 1 2 1 2 31133221214111212 1 0.5 0.5 0.5358 0.4642
102156 3 1 2 1 1 2 3 1 1 2 4 1 1 1 2 1 2 31211231124111212 1 0.5 0.5 1 0
102157 3 1 1 1 1 4 2 1 1 2 4 1 1 1 2 2 2 31111421124111222 1 0.5 0.5 1 0
102158 2 1 2 3 3 2 2 1 1 1 2 2 1 1 2 2 2 21233221112211222 1 0.5 0.5 0.3379 0.6621
102159 3 1 1 1 1 1 1 1 1 2 4 1 1 1 2 2 2 31111111124111222 1 0.5 0.5 1 0
102160 3 1 1 3 3 4 3 1 1 1 1 1 1 1 2 1 2 31133431111111212 1 0.5 0.5 0 1
102161 3 1 1 2 2 1 2 1 1 2 1 2 1 1 2 2 2 31122121121211222 1 0.5 0.5 0.7135 0.2865
102162 3 1 1 1 1 3 2 1 1 1 3 2 1 1 2 2 2 31111321113211222 2 0.5 0.5 0.7613 0.2387
102163 1 1 1 2 2 1 3 1 1 2 3 1 1 1 2 1 2 11122131123111212 1 0.5 0.5 1 0
102164 3 1 2 1 1 4 2 1 1 2 3 1 1 1 2 1 2 31211421123111212 1 0.5 0.5 1 0
102165 3 1 2 1 1 3 2 1 1 2 2 1 1 1 2 1 2 31211321122111212 1 0.5 0.5 1 0
102166 3 1 1 1 1 3 2 1 1 1 4 1 1 1 2 2 2 31111321114111222 1 0.5 0.5 1 0
102167 2 1 1 1 1 1 2 1 1 1 2 2 1 1 2 2 2 21111121112211222 1 0.5 0.5 0.769 0.231
102168 3 1 1 2 2 2 2 1 2 2 1 2 1 1 2 2 2 31122221221211222 1 0.5 0.5 0.7602 0.2398
102169 3 1 1 3 3 3 2 1 1 2 1 2 1 1 2 1 2 31133321121211212 1 0.5 0.5 0.2321 0.7679
102170 2 1 1 3 3 1 2 1 1 1 3 1 1 2 2 2 2 21133121113112222 1 0.5 0.5 0.6435 0.3565
102171 2 1 1 1 1 3 2 1 2 1 3 2 1 1 2 1 2 21111321213211212 1 0.5 0.5 0.7972 0.2028
102172 1 1 1 3 3 3 2 1 1 1 2 1 1 1 2 1 2 11133321112111212 1 0.5 0.5 0.4915 0.5085
102173 3 2 1 4 3 2 3 1 1 1 1 2 1 1 2 2 2 32143231111211222 1 0.5 0.5 0 1
102174 3 1 1 3 3 1 4 1 1 1 1 2 1 1 2 2 2 31133141111211222 1 0.5 0.5 0 1
102175 1 1 1 1 1 4 3 1 1 1 4 1 1 1 2 1 2 11111431114111212 1 0.5 0.5 1 0
102176 3 1 1 1 1 3 2 1 1 2 1 2 1 1 2 2 2 31111321121211222 1 0.5 0.5 0.7138 0.2862
102177 3 1 2 3 3 1 2 1 1 1 2 2 1 1 2 1 2 31233121112211212 1 0.5 0.5 0.3112 0.6888
102178 3 1 1 2 2 4 3 2 2 1 3 2 1 1 2 1 2 31122432213211212 1 0.5 0.5 0.6188 0.3812
102179 3 1 1 3 3 3 3 1 1 2 3 2 1 1 2 1 2 31133331123211212 1 0.5 0.5 0 1
102180 3 1 2 1 1 3 2 2 2 2 2 1 1 1 2 2 2 31211322222111222 1 0.5 0.5 1 0
102181 2 1 1 3 3 1 3 1 1 2 2 2 1 1 2 1 2 21133131122211212 1 0.5 0.5 0 1
102182 3 1 2 1 1 1 2 1 1 1 1 1 1 1 2 2 2 31211121111111222 1 0.5 0.5 1 0
102183 2 1 1 3 3 4 2 1 1 1 2 1 1 1 2 2 2 21133421112111222 1 0.5 0.5 0.409 0.591
102184 3 1 1 1 1 3 2 2 2 1 1 2 1 1 2 1 2 31111322211211212 1 0.5 0.5 0.7505 0.2495
102185 1 2 3 4 4 1 4 2 1 1 2 2 1 1 2 1 2 12344142112211212 1 0.5 0.5 0 1
102186 2 1 2 3 3 1 4 1 1 1 2 2 1 1 2 2 2 21233141112211222 1 0.5 0.5 0 1
102187 3 1 1 1 1 4 2 1 1 2 1 1 1 3 2 2 2 31111421121113222 1 0.5 0.5 1 0
102188 1 1 2 1 1 2 2 1 1 2 3 1 1 1 2 1 2 11211221123111212 2 0.5 0.5 1 0
102189 1 1 2 1 1 2 2 1 1 1 3 1 1 1 2 1 2 11211221113111212 1 0.5 0.5 1 0
102190 3 1 2 1 1 1 2 1 2 1 3 1 1 2 2 1 2 31211121213112212 1 0.5 0.5 1 0
102191 1 1 2 1 1 1 3 1 2 1 2 2 1 1 2 1 2 11211131212211212 1 0.5 0.5 0.7646 0.2354
102192 1 1 2 1 1 2 2 1 1 2 3 1 1 1 2 1 2 11211221123111212 2 0.5 0.5 1 0
102193 1 1 2 1 1 3 3 1 1 2 2 1 1 1 1 2 2 11211331122111122 1 0.5 0.5 1 0
102194 3 1 2 1 1 1 2 1 1 1 3 1 1 1 2 1 2 31211121113111212 1 0.5 0.5 1 0
102195 2 1 2 1 1 1 2 1 1 2 3 1 1 1 2 2 2 21211121123111222 1 0.5 0.5 1 0
102196 2 1 2 1 1 4 2 1 2 1 3 1 1 1 2 2 2 21211421213111222 1 0.5 0.5 1 0
102197 2 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 2 21211121111111212 1 0.5 0.5 1 0
102198 1 1 2 1 1 3 3 1 1 2 2 1 1 1 2 1 2 11211331122111212 1 0.5 0.5 1 0
102199 3 1 2 1 1 4 3 1 1 2 3 1 1 1 2 1 2 31211431123111212 1 0.5 0.5 1 0
102200 2 1 2 1 1 3 2 1 1 1 1 1 1 1 2 2 2 21211321111111222 1 0.5 0.5 1 0
102201 3 1 2 1 1 1 2 1 1 2 3 1 1 1 2 2 2 31211121123111222 1 0.5 0.5 1 0
102202 1 1 2 1 1 2 2 1 1 2 2 1 1 1 2 1 2 11211221122111212 2 0.5 0.5 1 0
102203 3 1 2 1 1 2 2 1 1 2 2 2 1 1 2 1 2 31211221122211212 1 0.5 0.5 0.7815 0.2185
102204 3 1 1 1 1 1 2 1 2 2 1 1 1 1 2 2 2 31111121221111222 1 0.5 0.5 1 0
102205 2 1 2 1 1 2 2 1 1 1 2 1 1 1 2 1 2 21211221112111212 1 0.5 0.5 1 0
102206 3 1 2 3 3 3 3 1 1 2 1 1 1 1 2 1 2 31233331121111212 1 0.5 0.5 0.1128 0.8872
102207 2 1 2 1 1 1 2 1 1 2 2 1 1 1 2 1 2 21211121122111212 1 0.5 0.5 1 0
102208 1 1 2 1 1 1 3 1 2 2 1 1 1 1 2 1 2 11211131221111212 1 0.5 0.5 1 0
102209 1 1 2 1 1 1 2 1 1 2 3 1 1 1 2 1 2 11211121123111212 1 0.5 0.5 1 0
102210 3 1 2 1 1 4 3 1 1 1 3 1 1 1 2 1 2 31211431113111212 1 0.5 0.5 1 0
102211 2 1 1 1 1 2 2 1 1 2 3 1 1 1 2 2 2 21111221123111222 1 0.5 0.5 1 0
102212 3 1 1 3 3 4 2 1 1 2 1 1 1 1 2 1 2 31133421121111212 1 0.5 0.5 0.354 0.646
102213 1 1 1 1 1 1 3 1 1 2 2 1 1 1 2 1 2 11111131122111212 1 0.5 0.5 1 0
102214 3 1 2 1 1 3 2 1 1 2 2 1 1 1 2 2 2 31211321122111222 1 0.5 0.5 1 0
102215 1 1 2 3 3 2 3 1 1 1 2 1 1 1 2 2 2 11233231112111222 1 0.5 0.5 0.3765 0.6235
102216 1 1 2 3 3 3 3 1 1 2 2 1 1 1 2 1 2 11233331122111212 2 0.5 0.5 0.3177 0.6823
102217 2 2 1 4 3 1 4 1 1 2 1 2 1 1 2 1 2 22143141121211212 1 0.5 0.5 0 1
102218 1 1 2 1 1 2 3 1 1 2 2 1 1 1 2 1 2 11211231122111212 1 0.5 0.5 1 0
102219 3 1 2 1 1 2 3 1 2 2 2 1 1 1 2 1 2 31211231222111212 1 0.5 0.5 1 0
102220 2 1 2 1 1 4 3 1 1 1 1 1 1 1 2 1 2 21211431111111212 1 0.5 0.5 0.961 0.039
102221 3 1 2 3 3 2 3 1 1 2 2 2 1 1 2 2 2 31233231122211222 1 0.5 0.5 0 1
102222 1 1 2 1 1 1 3 1 1 1 2 1 1 1 2 1 2 11211131112111212 1 0.5 0.5 1 0
102223 3 1 1 1 1 4 3 2 2 2 1 1 1 1 2 1 2 31111432221111212 1 0.5 0.5 1 0
102224 1 1 2 1 1 2 2 1 1 1 2 1 1 3 2 2 2 11211221112113222 1 0.5 0.5 1 0
102225 2 1 2 1 1 2 2 1 1 2 2 1 1 1 2 1 2 21211221122111212 1 0.5 0.5 1 0
102226 2 1 2 1 1 2 3 1 2 1 1 1 1 1 2 1 2 21211231211111212 1 0.5 0.5 1 0
102227 2 1 2 1 1 4 3 1 1 1 2 1 1 1 2 1 2 21211431112111212 1 0.5 0.5 1 0
102228 3 1 1 1 1 2 3 1 2 2 2 1 1 1 2 1 2 31111231222111212 1 0.5 0.5 1 0
102229 1 1 2 1 1 1 3 1 1 2 2 1 1 3 2 1 2 11211131122113212 1 0.5 0.5 1 0
102230 2 1 2 1 1 3 2 1 2 1 2 1 1 1 2 1 2 21211321212111212 1 0.5 0.5 1 0
102231 1 1 2 1 1 2 2 1 1 2 2 1 1 1 2 2 2 11211221122111222 1 0.5 0.5 1 0
102232 2 1 2 1 1 4 3 1 1 2 2 1 1 1 2 1 2 21211431122111212 1 0.5 0.5 1 0
102233 3 1 1 1 1 1 2 1 2 1 1 1 1 1 2 1 2 31111121211111212 1 0.5 0.5 1 0
102234 1 1 1 2 2 1 2 1 1 1 2 1 1 1 2 1 2 11122121112111212 1 0.5 0.5 1 0
102235 1 1 2 1 1 2 2 1 1 2 2 1 1 1 2 1 2 11211221122111212 2 0.5 0.5 1 0
102236 3 1 2 1 1 2 2 1 2 2 2 2 1 1 2 1 2 31211221222211212 1 0.5 0.5 0.814 0.186
102237 2 1 2 1 1 3 2 1 1 2 3 1 1 1 2 1 2 21211321123111212 2 0.5 0.5 1 0
102238 3 1 2 1 1 1 2 1 1 1 2 2 1 1 2 2 2 31211121112211222 1 0.5 0.5 0.7848 0.2152
102239 1 1 2 1 1 4 3 1 1 2 1 1 1 1 2 2 2 11211431121111222 1 0.5 0.5 1 0
102240 3 2 2 4 3 4 4 1 2 2 3 2 1 1 2 1 2 32243441223211212 1 0.5 0.5 0 1
102241 2 1 2 1 1 4 2 1 1 2 3 1 1 1 2 1 2 21211421123111212 1 0.5 0.5 1 0
102242 2 1 2 1 1 2 2 1 2 1 2 1 1 1 2 2 2 21211221212111222 1 0.5 0.5 1 0
102243 2 1 1 1 1 2 3 1 1 1 2 1 1 1 2 1 2 21111231112111212 1 0.5 0.5 1 0
102244 2 1 2 3 3 3 3 1 1 1 2 1 1 1 2 1 2 21233331112111212 1 0.5 0.5 0.1632 0.8368
102245 2 1 2 1 1 1 3 1 1 1 2 1 1 1 2 1 2 21211131112111212 1 0.5 0.5 1 0
102246 1 1 1 1 1 1 2 1 1 2 1 1 1 1 2 2 2 11111121121111222 1 0.5 0.5 1 0
102247 2 1 2 1 1 3 2 1 1 2 1 1 1 1 2 1 2 21211321121111212 1 0.5 0.5 1 0
102248 2 1 2 1 1 2 2 1 1 2 1 1 1 1 2 1 2 21211221121111212 1 0.5 0.5 1 0
102249 1 1 2 1 1 1 2 1 1 2 1 1 1 1 2 1 2 11211121121111212 1 0.5 0.5 1 0
102250 3 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 2 31211121111111212 1 0.5 0.5 1 0
102251 2 1 1 2 2 2 4 1 2 1 2 1 1 1 2 1 2 21122241212111212 1 0.5 0.5 0.758 0.242
102252 1 1 2 2 2 4 4 1 1 2 2 1 1 1 2 1 2 11222441122111212 1 0.5 0.5 0.727 0.273
102253 3 2 1 4 3 4 4 1 2 1 2 1 1 1 2 1 2 32143441212111212 1 0.5 0.5 0.049 0.951
102254 3 1 2 3 3 1 2 1 1 2 1 1 1 1 2 1 2 31233121121111212 1 0.5 0.5 0.4833 0.5167
102255 2 1 2 1 1 2 2 1 1 2 4 1 1 1 2 2 2 21211221124111222 1 0.5 0.5 1 0
102256 1 1 2 1 1 4 3 1 1 1 2 1 1 1 2 1 2 11211431112111212 2 0.5 0.5 1 0
102257 1 1 1 2 2 2 2 1 1 1 4 1 1 1 2 2 2 11122221114111222 1 0.5 0.5 1 0
102258 1 1 1 3 3 4 4 1 1 1 4 1 1 1 2 1 2 11133441114111212 1 0.5 0.5 0.1074 0.8926
102259 3 1 1 2 2 1 3 1 1 2 2 1 1 1 2 2 2 31122131122111222 1 0.5 0.5 1 0
102260 1 2 1 4 3 4 3 1 1 1 1 2 1 1 2 2 2 12143431111211222 1 0.5 0.5 0 1
102261 1 2 1 4 3 2 3 1 1 1 1 2 1 1 2 1 2 12143231111211212 1 0.5 0.5 0 1
102262 2 1 2 3 3 2 2 1 1 1 2 1 1 2 2 2 2 21233221112112222 1 0.5 0.5 0.6402 0.3598
102263 2 1 1 1 1 1 4 1 1 2 2 1 1 1 2 1 2 21111141122111212 1 0.5 0.5 0.7509 0.2491
102264 3 1 1 1 1 1 3 1 1 1 3 1 1 1 2 2 2 31111131113111222 1 0.5 0.5 1 0
102265 3 1 2 3 3 2 2 1 1 1 3 1 1 1 2 2 2 31233221113111222 1 0.5 0.5 0.5683 0.4317
102266 2 1 2 3 3 1 3 1 1 2 3 1 1 2 2 1 2 21233131123112212 1 0.5 0.5 0.5545 0.4455
102267 3 2 2 4 3 4 3 1 1 2 4 1 1 1 2 1 2 32243431124111212 1 0.5 0.5 0.0015 0.9985
102268 1 1 2 1 1 1 3 1 1 1 3 1 1 1 2 2 2 11211131113111222 1 0.5 0.5 1 0
102269 1 2 2 4 3 3 3 1 1 2 2 2 1 1 2 1 2 12243331122211212 1 0.5 0.5 0 1
102270 2 2 2 4 3 1 4 1 1 1 2 2 1 1 2 1 2 22243141112211212 1 0.5 0.5 0 1
102271 3 1 2 1 1 1 4 1 1 1 3 1 1 1 2 2 2 31211141113111222 1 0.5 0.5 0.7935 0.2065
102272 3 2 1 4 3 1 4 1 1 1 4 1 1 1 2 1 2 32143141114111212 1 0.5 0.5 0 1
102273 3 1 1 1 1 2 2 1 1 2 2 1 1 1 2 2 2 31111221122111222 2 0.5 0.5 1 0
102274 2 1 1 3 3 3 3 1 2 1 1 2 1 1 2 1 2 21133331211211212 1 0.5 0.5 0 1
102275 3 2 2 4 3 2 4 1 1 1 2 2 1 1 2 1 2 32243241112211212 1 0.5 0.5 0 1
102276 3 1 2 3 3 2 3 1 1 2 4 1 1 1 2 2 2 31233231124111222 1 0.5 0.5 0.2821 0.7179
102277 1 1 2 1 1 3 2 1 1 1 2 1 1 3 2 1 2 11211321112113212 1 0.5 0.5 1 0
102278 3 2 3 4 4 2 4 2 1 1 2 2 1 1 2 2 2 32344242112211222 1 0.5 0.5 0 1
102279 1 1 2 3 3 3 3 1 1 2 2 1 1 1 2 1 2 11233331122111212 2 0.5 0.5 0.3177 0.6823
102280 3 1 2 3 3 2 3 1 1 2 2 1 1 1 2 1 2 31233231122111212 2 0.5 0.5 0.2347 0.7653
102281 1 1 2 1 1 4 3 1 1 1 2 1 1 1 2 1 2 11211431112111212 2 0.5 0.5 1 0
102282 2 2 1 4 3 3 3 1 2 1 4 1 1 1 2 2 2 22143331214111222 1 0.5 0.5 0.1611 0.8389
102283 3 1 2 1 1 2 2 1 1 2 2 1 1 1 2 2 2 31211221122111222 1 0.5 0.5 1 0
102284 2 1 2 3 3 1 3 1 1 2 2 1 1 1 2 1 2 21233131122111212 1 0.5 0.5 0.2761 0.7239
102285 1 1 2 1 1 1 2 1 1 2 2 1 1 1 2 1 2 11211121122111212 1 0.5 0.5 1 0
102286 3 2 1 4 3 1 4 1 1 1 1 2 1 1 2 1 2 32143141111211212 1 0.5 0.5 0 1
102287 3 1 2 1 1 1 2 1 1 1 1 2 1 1 2 2 2 31211121111211222 1 0.5 0.5 0.7578 0.2422
102288 3 1 2 1 1 4 3 1 1 1 3 2 1 1 2 1 2 31211431113211212 1 0.5 0.5 0.6113 0.3887
102289 1 1 2 3 3 3 3 1 1 2 4 1 1 1 2 1 2 11233331124111212 1 0.5 0.5 0.3253 0.6747
102290 3 2 1 4 2 3 3 1 1 1 1 2 1 2 2 1 2 32142331111212212 1 0.5 0.5 0.246 0.754
102291 1 2 2 4 3 2 3 1 1 1 1 2 1 1 2 2 2 12243231111211222 1 0.5 0.5 0 1
102292 3 1 2 1 1 3 3 1 1 2 3 1 1 1 2 1 2 31211331123111212 1 0.5 0.5 1 0
102293 3 1 2 3 3 2 2 1 1 2 3 1 1 1 2 1 2 31233221123111212 1 0.5 0.5 0.5668 0.4332
102294 3 1 2 1 1 4 4 1 2 2 4 2 1 1 2 1 2 31211441224211212 1 0.5 0.5 0.5629 0.4371
102295 2 2 2 4 3 3 4 1 1 1 2 2 1 1 2 1 2 22243341112211212 1 0.5 0.5 0 1
102296 2 1 2 1 1 2 3 1 1 2 3 1 1 1 2 1 2 21211231123111212 1 0.5 0.5 1 0
102297 3 1 2 2 2 4 3 1 1 2 4 1 1 1 2 2 2 31222431124111222 1 0.5 0.5 1 0
102298 2 2 1 4 3 3 4 1 1 2 1 2 1 1 2 2 2 22143341121211222 1 0.5 0.5 0 1
102299 3 1 2 1 1 2 2 1 1 2 1 1 1 1 2 1 2 31211221121111212 1 0.5 0.5 1 0
102300 3 1 1 1 1 2 2 1 2 1 1 1 1 1 2 2 2 31111221211111222 1 0.5 0.5 1 0
102301 2 2 1 4 3 4 3 1 1 2 2 2 1 1 2 1 2 22143431122211212 1 0.5 0.5 0 1
102302 2 1 1 1 1 3 2 1 1 2 2 1 1 1 2 2 2 21111321122111222 1 0.5 0.5 1 0
102303 2 2 2 4 4 4 4 1 1 2 1 2 1 1 2 1 2 22244441121211212 1 0.5 0.5 0 1
102304 3 1 2 2 2 2 2 2 1 1 1 2 1 1 2 1 2 31222222111211212 1 0.5 0.5 0.7327 0.2673
102305 1 1 2 1 1 1 2 1 2 1 4 1 1 1 2 1 2 11211121214111212 1 0.5 0.5 1 0
102306 3 1 1 2 2 3 3 1 1 1 4 2 1 1 2 1 2 31122331114211212 1 0.5 0.5 0.4922 0.5078
102307 3 1 2 1 1 1 2 2 2 1 1 2 1 1 2 2 2 31211122211211222 1 0.5 0.5 0.8064 0.1936
102308 3 1 1 2 2 3 3 1 1 1 3 1 1 1 2 1 2 31122331113111212 1 0.5 0.5 1 0
102309 3 1 2 2 2 3 2 1 1 1 3 2 1 1 2 1 2 31222321113211212 1 0.5 0.5 0.7565 0.2435
102310 3 2 1 4 2 3 2 1 1 2 1 2 1 1 2 1 2 32142321121211212 1 0.5 0.5 0.2769 0.7231
102311 3 2 2 4 3 2 4 1 1 2 1 2 1 1 2 1 2 32243241121211212 1 0.5 0.5 0 1
102312 3 1 2 3 3 4 4 1 1 2 4 1 1 1 2 1 2 31233441124111212 1 0.5 0.5 0.0728 0.9272
102313 1 1 2 3 3 2 3 1 1 2 4 1 1 1 2 1 2 11233231124111212 2 0.5 0.5 0.3803 0.6197
102314 3 1 2 3 3 2 3 1 1 2 2 1 1 1 2 1 2 31233231122111212 2 0.5 0.5 0.2347 0.7653
102315 2 2 2 4 3 2 2 1 1 2 4 1 1 1 2 1 2 22243221124111212 1 0.5 0.5 0.403 0.597
102316 2 2 2 4 1 3 4 1 1 2 1 2 1 1 2 1 2 22241341121211212 1 0.5 0.5 0.2087 0.7913
102317 3 2 2 4 3 2 2 1 1 1 3 1 1 1 2 1 2 32243221113111212 1 0.5 0.5 0.4177 0.5823
102318 3 1 1 3 3 3 4 1 1 2 1 2 1 1 2 2 2 31133341121211222 1 0.5 0.5 0 1
102319 2 1 2 1 1 2 2 1 1 1 3 1 1 1 2 2 2 21211221113111222 1 0.5 0.5 1 0
102320 2 1 1 1 1 4 3 1 1 1 3 1 1 1 2 1 2 21111431113111212 1 0.5 0.5 1 0
102321 2 1 1 2 2 4 2 1 1 2 3 1 1 1 2 1 2 21122421123111212 1 0.5 0.5 1 0
102322 3 1 1 1 1 3 3 1 1 1 1 1 1 1 2 1 2 31111331111111212 1 0.5 0.5 0.9801 0.0199
102323 1 1 1 1 1 3 2 1 1 2 1 1 1 1 2 1 2 11111321121111212 1 0.5 0.5 1 0
102324 3 1 2 1 1 2 2 1 2 2 2 1 1 1 2 2 2 31211221222111222 1 0.5 0.5 1 0
102325 1 1 2 1 1 1 2 1 2 2 3 1 1 2 2 2 2 11211121223112222 1 0.5 0.5 1 0
102326 1 1 2 1 1 2 2 2 2 2 1 1 1 1 2 1 2 11211222221111212 1 0.5 0.5 1 0
102327 1 1 2 1 1 1 2 1 2 2 1 1 1 1 2 2 2 11211121221111222 1 0.5 0.5 1 0
102328 1 1 2 1 1 3 2 2 2 2 2 1 1 1 2 1 2 11211322222111212 1 0.5 0.5 1 0
102329 1 1 2 1 1 1 2 1 2 2 3 1 1 1 2 1 2 11211121223111212 1 0.5 0.5 1 0
102330 2 1 2 1 1 2 2 1 1 1 2 1 1 1 2 2 2 21211221112111222 1 0.5 0.5 1 0
102331 2 1 2 1 1 1 2 1 2 1 1 2 1 2 2 2 2 21211121211212222 1 0.5 0.5 0.8411 0.1589
102332 2 3 2 1 1 1 2 1 1 2 1 1 1 2 2 1 2 23211121121112212 1 0.5 0.5 1 0
102333 2 3 2 1 1 3 3 1 2 1 3 1 1 2 2 1 2 23211331213112212 1 0.5 0.5 1 0
102334 1 1 2 1 1 1 1 1 1 2 1 1 2 1 1 2 2 11211111121121122 1 0.5 0.5 1 0
102335 3 1 2 1 1 4 3 1 1 2 1 1 2 1 1 2 2 31211431121121122 1 0.5 0.5 1 0
102336 2 1 2 1 1 1 2 1 1 1 1 1 2 1 1 1 2 21211121111121112 1 0.5 0.5 1 0
102337 3 1 2 3 3 4 3 1 1 2 1 1 2 1 1 1 2 31233431121121112 1 0.5 0.5 0.5021 0.4979
102338 2 3 2 4 2 1 3 1 1 1 1 2 1 2 2 1 2 23242131111212212 1 0.5 0.5 0.536 0.464
102339 3 3 2 1 1 3 3 1 1 2 2 2 1 2 2 2 2 33211331122212222 1 0.5 0.5 0.7859 0.2141
102340 3 3 2 2 2 3 2 1 1 2 1 1 1 2 2 1 2 33222321121112212 1 0.5 0.5 1 0
